"incident_number","arrest_date","gender","race","age","charge","most_serious"
"15BU015435",2015-06-11 00:53:00,"Male - M","White - W",28,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"15BU015477",2015-06-11 12:48:47,"Female - F","White - W",64,"Negligent Operation 23 VSA 1091(A) 90Z",1
"15BU015477",2015-06-11 12:48:47,"Female - F","White - W",64,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"15BU015482",2015-06-11 17:51:08,"Male - M","White - W",20,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1
"15BU015482",2015-06-11 17:51:08,"Male - M","White - W",20,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"15BU015499",2015-06-11 14:51:56,"Male - M","Black - B",15,"Petit Larceny From A Motor Vehicle 13 VSA 2502 23F",1
"15BU015534",2015-06-11 20:05:00,"Male - M","White - W",71,"Lewd And Lascivious Conduct 13 VSA 2601 90Z",1
"15BU015643",2015-06-12 15:59:00,"Female - F","White - W",31,"Fugitive From Justice (Arrest Prior To Requisition) 13 VSA 4953 90Z",1
"15BU015682",2015-06-13 02:18:33,"Male - M","White - W",26,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"15BU015686",2015-06-13 02:39:00,"Male - M","White - W",21,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"15BU015735",2015-06-13 14:20:00,"Male - M","Black - B",26,"Drugs - Heroin, Possession 1+ Grams 18 VSA 4233(A)(3) 35A",1
"15BU015753",2015-06-13 18:36:22,NA,NA,NA,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"15BU015765",2015-06-13 21:18:40,"Male - M","White - W",48,"Simple Assault 13 VSA 1023 13B",1
"15BU015784",2015-06-13 23:55:00,"Female - F","White - W",34,"Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A",1
"15BU015789",2015-06-14 00:12:00,"Male - M","White - W",48,"Resisting Arrest 13 VSA 3017 90Z",1
"15BU015821",2015-06-14 11:23:14,"Female - F","White - W",26,"Hindering Arrest 13 VSA 3018 90Z",1
"15BU015843",2015-06-14 15:32:00,"Female - F","White - W",41,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"15BU015878",2015-06-15 03:25:15,"Male - M","White - W",32,"Domestic Assault 13 VSA 1042 13B",1
"15BU015882",2015-06-15 00:04:34,"Male - M","White - W",32,"Petit Larceny Other 13 VSA 2502 23H",1
"15BU015930",2015-06-15 16:10:00,"Female - F","White - W",21,"Simple Assault 13 VSA 1023 13B",1
"15BU015934",2015-06-15 19:15:48,"Male - M","White - W",20,"Drugs - Heroin, Possession 1+ Grams 18 VSA 4233(A)(3) 35A",1
"15BU015938",2015-06-15 22:50:46,"Male - M","White - W",43,"Domestic Assault 13 VSA 1042 13B",1
"15BU015959",2015-06-15 22:19:00,NA,NA,NA,"Simple Assault 13 VSA 1023 13B",1
"15BU015959",2015-06-15 22:19:00,NA,NA,NA,"Hate Motivated Crime (Misdemeanor) 13 VSA 1455 90Z",0
"15BU015963",2015-06-16 00:37:54,"Female - F","White - W",27,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU015996",2015-06-16 08:31:00,NA,NA,NA,"Possession Of Child Pornography 13 VSA 2827 370",1
"15BU015996",2015-06-16 08:31:00,NA,NA,NA,"Luring A Child 13 VSA 2828 370",0
"15BU016043",2015-08-20 12:35:00,"Male - M","White - W",30,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"15BU016049",2015-06-23 14:00:00,"Female - F","White - W",21,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"15BU016049",2015-06-23 14:00:00,"Male - M","White - W",25,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"15BU016059",2015-06-16 18:25:24,"Female - F","White - W",23,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"15BU016068",2015-06-16 23:25:00,"Male - M","Black - B",15,"Aggravated Assault 13 VSA 1024 13A",1
"15BU016095",2015-06-17 02:40:00,"Male - M","White - W",29,"Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A",1
"15BU016095",2015-06-17 02:40:00,"Male - M","White - W",29,"Interference With Access To Emergency Services 13 VSA 1031 90Z",0
"15BU016104",2015-06-17 04:00:00,"Male - M","Black - B",17,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"15BU016111",2015-06-17 12:00:00,"Male - M","White - W",40,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"15BU016120",2015-06-17 14:00:00,"Male - M","White - W",48,"Drugs - Marijuana, Sale, Misdemeanor 18 VSA 4230(B)(1) 35A",1
"15BU016138",2015-06-17 15:30:00,"Female - F","White - W",27,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"15BU016145",2015-06-17 19:05:52,"Male - M","White - W",15,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"15BU016145",2015-06-17 19:05:52,"Male - M","White - W",13,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"15BU016161",2015-06-17 20:00:00,"Female - F","White - W",26,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"15BU016169",2015-06-19 22:45:00,"Male - M","White - W",23,"Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A",1
"15BU016186",2015-06-18 00:46:00,"Male - M","White - W",42,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"15BU016192",2015-06-18 02:07:00,"Male - M","White - W",28,"Aggravated Assault 13 VSA 1024 13A",1
"15BU016195",2015-06-18 02:42:00,"Male - M","White - W",45,"Driving Under The Influence - Second And Subsequent Offense 23 VSA 1201 90D",1
"15BU016199",2015-06-18 10:30:00,"Male - M","Black - B",21,"Lewd And Lascivious Conduct With A Child 13 VSA 2602 11D",1
"15BU016199",2015-06-18 10:30:00,"Male - M","Black - B",21,"Unlawful Restraint - 2nd Degree 13 VSA 2406 100",0
"15BU016206",2017-11-13 14:12:00,"Male - M","White - W",34,"Heroin - Selling or Dispensing &gt; 1gm 18 VSA 4233(b)(3) 35A",1
"15BU016206",2017-11-13 14:12:00,"Male - M","White - W",34,"Drugs - Selling Or Dispensing A Regulated Drug With Death Resulting 18 VSA 4250 35A",NA
"15BU016223",2015-06-18 14:20:00,"Female - F","White - W",37,"Driving Under The Influence - Drugs 23 VSA 1201(a)(3) 90D",1
"15BU016223",2015-06-18 14:20:00,"Female - F","White - W",37,"Driving With A Criminally Suspended License 23 VSA 674 90Z",0
"15BU016231",2015-06-18 15:58:33,"Male - M","Black - B",23,"Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor) 13 VSA 2561 280",1
"15BU016232",2015-06-18 16:11:52,"Male - M","White - W",48,"Simple Assault 13 VSA 1023 13B",1
"15BU016233",2015-06-18 16:21:00,"Male - M","White - W",30,"Lewd And Lascivious Conduct 13 VSA 2601 90Z",1
"15BU016249",2015-06-18 18:54:51,"Male - M","White - W",17,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"15BU016290",2015-06-19 02:10:00,NA,NA,NA,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"15BU016303",2015-06-19 10:01:08,"Male - M","White - W",53,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU016320",2015-06-19 12:54:10,"Male - M","White - W",45,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU016325",2015-07-29 03:34:00,"Female - F","White - W",19,"Drugs - Heroin, Sale 200+ Milligrams 18 VSA 4233(A)(2) 35A",1
"15BU016325",2015-07-29 03:34:00,"Female - F","White - W",19,"Drugs - Heroin, Possession 2+ Grams 18 VSA 4233(A)(4) 35A",0
"15BU016325",2015-07-29 04:24:34,"Female - F","White - W",36,"Drugs - Cocaine, Possession  >2.5 Gm 18 VSA 4231(A)(1) 35A",1
"15BU016325",2015-07-29 04:24:34,"Female - F","White - W",36,"Drugs - Heroin, Possession (Misdemeanor) 18 VSA 4233(A)(1) 35A",0
"15BU016327",2015-06-19 13:02:52,"Male - M","White - W",24,"Resisting Arrest 13 VSA 3017 90Z",1
"15BU016349",2015-06-19 15:49:09,"Male - M","Black - B",36,"Drugs - Heroin, Sale Felony 18 VSA 4233(A)(1) 35A",1
"15BU016351",2015-06-19 17:28:41,"Male - M","White - W",27,NA,1
"15BU016403",2015-06-19 21:23:00,"Female - F","White - W",49,"Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A",1
"15BU016424",2015-06-19 23:53:27,"Male - M","White - W",33,"Drugs - Marijuana, Sale, 1/2 Ounce Or More 18 VSA 4230(B)(2) 35A",1
"15BU016424",2015-06-19 23:53:27,"Male - M","White - W",33,"Drugs - Marijuana, Possession Or Cultivation 2+ Ounces Or >3 Plants 18 VSA 4230(A)(2) 35A",0
"15BU016435",2015-06-20 02:19:00,"Male - M","White - W",56,"Assault With Bodily Fluids (Misdemeanor) 13 VSA 1028(B)(1) 13B",1
"15BU016435",2015-06-20 02:19:00,"Male - M","White - W",56,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"15BU016438",2015-06-20 19:15:00,"Male - M","Black - B",31,"Aggravated Assault 13 VSA 1024 13A",1
"15BU016490",2015-06-20 18:39:52,"Female - F","White - W",24,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"15BU016535",2015-06-21 02:35:00,"Female - F","Black - B",23,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"15BU016591",2015-06-22 01:01:57,"Male - M","White - W",20,NA,1
"15BU016592",2015-06-22 02:00:00,"Male - M","White - W",24,"Simple Assault 13 VSA 1023 13B",1
"15BU016592",2015-06-22 02:00:00,"Male - M","White - W",24,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",0
"15BU016592",2015-06-22 02:00:00,"Male - M","White - W",24,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",0
"15BU016592",2015-06-22 02:00:00,"Male - M","White - W",24,"Petit Larceny From A Motor Vehicle 13 VSA 2502 23F",0
"15BU016592",2015-06-22 02:00:00,NA,NA,NA,"Petit Larceny From A Motor Vehicle 13 VSA 2502 23F",0
"15BU016592",2015-06-22 02:00:00,NA,NA,NA,"Simple Assault 13 VSA 1023 13B",1
"15BU016594",2015-06-22 05:34:27,"Male - M","White - W",33,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU016608",2015-06-22 10:23:00,"Male - M","White - W",23,"Domestic Assault 13 VSA 1042 13B",1
"15BU016608",2015-06-22 10:23:00,"Male - M","White - W",23,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",0
"15BU016665",2015-06-22 19:40:42,"Male - M","White - W",29,"Aggravated Assault 13 VSA 1024 13A",1
"15BU016703",2015-06-23 09:32:53,"Male - M","White - W",23,"Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A",1
"15BU016703",2015-06-23 09:32:53,"Male - M","White - W",23,"Reckless Endangerment 13 VSA 1025 13C",0
"15BU016703",2015-06-23 09:32:53,"Male - M","White - W",23,"Unlawful Restraint - 2nd Degree 13 VSA 2406 100",0
"15BU016703",2015-06-23 09:32:53,"Male - M","White - W",23,"Cruelty To Animals (Misdemeanor) 13 VSA 352a 720",0
"15BU016703",2015-07-20 09:30:00,"Female - F","White - W",35,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"15BU016708",2015-06-23 04:46:00,"Male - M","White - W",33,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU016752",2015-06-23 20:56:14,"Male - M","White - W",24,"Assault And Robbery 13 VSA 608 120",1
"15BU016752",2015-07-02 10:00:00,"Male - M","White - W",26,"Assault And Robbery 13 VSA 608 120",1
"15BU016752",2015-06-24 13:58:41,"Male - M","White - W",29,"Assault And Robbery 13 VSA 608 120",1
"15BU016765",2015-07-12 22:59:00,"Male - M","White - W",35,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"15BU016776",2015-06-23 21:20:00,NA,NA,NA,"Drugs - Heroin, Possession (Misdemeanor) 18 VSA 4233(A)(1) 35A",1
"15BU016776",2015-06-23 21:20:00,NA,NA,NA,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",0
"15BU016795",2015-06-24 01:48:00,"Male - M","White - W",34,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"15BU016800",2015-06-24 07:10:15,"Male - M","White - W",26,"Burglary 13 VSA 1201 220",1
"15BU016800",2015-06-24 07:10:15,"Male - M","White - W",37,"Burglary 13 VSA 1201 220",1
"15BU016842",2015-06-24 15:25:00,"Male - M","White - W",24,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"15BU016856",2015-06-24 18:10:00,"Male - M","Black - B",37,"Driving Under The Influence - Drugs 23 VSA 1201(a)(3) 90D",1
"15BU016856",2015-06-24 18:10:00,"Male - M","Black - B",37,"Driving With A Criminally Suspended License 23 VSA 674 90Z",0
"15BU016872",2015-06-24 21:58:43,"Female - F","White - W",28,"Drugs - Heroin, Possession (Misdemeanor) 18 VSA 4233(A)(1) 35A",1
"15BU016888",2015-06-24 23:32:00,"Male - M","White - W",31,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"15BU016897",2015-06-25 00:54:00,"Female - F","White - W",52,"Driving Under The Influence - Second And Subsequent Offense 23 VSA 1201 90D",1
"15BU016923",2015-06-25 10:34:35,"Male - M","White - W",26,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1
"15BU016964",2015-07-12 15:00:00,"Male - M","White - W",27,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"15BU016970",2015-06-25 20:00:00,"Male - M","White - W",24,"Domestic Assault 13 VSA 1042 13B",1
"15BU016976",2015-06-25 18:55:42,"Male - M","Black - B",48,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"15BU016976",2015-06-25 18:55:42,"Male - M","White - W",32,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"15BU016986",2015-06-25 20:50:00,"Female - F","Black - B",23,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"15BU017001",2015-06-25 23:47:00,"Male - M","White - W",63,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"15BU017012",2015-06-26 02:10:00,"Male - M","White - W",33,"Driving Under The Influence - Criminal Refusal 23 VSA 1202 90D",0
"15BU017012",2015-06-26 02:10:00,"Male - M","White - W",33,"Resisting Arrest 13 VSA 3017 90Z",0
"15BU017012",2015-06-26 02:10:00,"Male - M","White - W",33,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"15BU017012",2015-06-26 02:10:00,"Male - M","White - W",33,"Aggravated Assault 13 VSA 1024 13A",1
"15BU017012",2015-06-26 02:10:00,"Male - M","White - W",33,"Reckless Endangerment 13 VSA 1025 13C",0
"15BU017016",2015-06-26 06:11:44,"Male - M","White - W",24,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"15BU017045",2015-06-26 13:55:14,"Male - M","White - W",29,"Bad Checks 13 VSA 2022 90A",1
"15BU017048",2015-06-26 13:54:00,"Male - M","White - W",20,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"15BU017075",2015-06-29 01:26:00,NA,NA,NA,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU017113",2015-06-27 00:19:00,"Female - F","White - W",52,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"15BU017146",2015-06-27 11:24:21,"Male - M","White - W",32,"Probation-Parole Violation 28 VSA 205 90Z",1
"15BU017193",2015-06-27 21:13:00,NA,NA,NA,"Simple Assault 13 VSA 1023 13B",1
"15BU017193",2015-06-27 21:13:00,NA,NA,NA,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",0
"15BU017215",2015-06-28 02:15:00,NA,NA,NA,"Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor) 13 VSA 1028(A)(1) 13B",1
"15BU017230",2015-06-28 13:32:42,"Female - F","White - W",57,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU017238",2015-06-28 14:37:00,"Male - M","White - W",35,"Drugs - Heroin, Possession (Misdemeanor) 18 VSA 4233(A)(1) 35A",1
"15BU017238",2015-06-28 14:37:00,"Male - M","White - W",35,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"15BU017238",2015-06-28 14:37:00,"Male - M","White - W",35,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",0
"15BU017251",2015-06-28 20:24:00,"Female - F","Black - B",28,"Domestic Assault 13 VSA 1042 13B",1
"15BU017251",2015-06-28 20:42:00,"Female - F","White - W",47,"False Information To A Police Officer 13 VSA 1754 90Z",1
"15BU017325",2015-06-29 19:34:00,"Female - F","White - W",28,"False Pretenses 13 VSA 2002 26A",1
"15BU017343",2015-06-29 22:40:00,NA,NA,NA,"Burglary 13 VSA 1201 220",1
"15BU017345",2015-06-29 19:38:01,"Female - F","White - W",17,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"15BU017373",2015-06-30 04:35:00,"Female - F","White - W",24,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"15BU017377",2015-06-30 13:31:00,"Male - M","White - W",34,"Leaving Scene Of An Accident 23 VSA 1128(A) 90Z",1
"15BU017382",2015-06-30 12:16:30,"Female - F","White - W",62,"False Pretenses 13 VSA 2002 26A",1
"15BU017388",2015-06-30 11:27:48,"Male - M","White - W",33,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"15BU017409",2015-07-20 18:12:00,"Male - M","White - W",45,"Leaving Scene Of An Accident 23 VSA 1128(A) 90Z",1
"15BU017410",2015-08-05 15:35:00,"Female - F","White - W",51,"Petit Larceny From A Building/Residence/Structure 13 VSA 2502 23H",1
"15BU017413",2015-06-30 20:06:00,"Male - M","White - W",28,NA,1
"15BU017420",2015-06-30 16:09:49,"Male - M","White - W",43,"Negligent Operation 23 VSA 1091(A) 90Z",1
"15BU017431",2015-06-30 17:12:40,"Male - M","White - W",51,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"15BU017439",2015-06-30 19:23:39,"Female - F","White - W",49,"False Information To A Police Officer 13 VSA 1754 90Z",1
"15BU017442",2015-06-30 17:32:00,"Male - M","White - W",38,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU017459",2015-06-30 21:06:36,"Female - F","White - W",20,NA,1
"15BU017461",2015-06-30 20:53:44,"Male - M","White - W",24,"Eluding A Police Officer - Misdemeanor 23 VSA 1133(B)(1) 90Z",1
"15BU017466",2015-06-30 21:15:00,"Male - M","White - W",44,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"15BU017466",2015-06-30 21:15:00,"Male - M","White - W",44,"Simple Assault 13 VSA 1023 13B",1
"15BU017468",2015-06-30 22:15:00,"Male - M","White - W",33,"Petit Larceny From A Building/Residence/Structure 13 VSA 2502 23H",1
"15BU017503",2015-07-01 11:43:15,"Male - M","White - W",57,"Petit Larceny From A Motor Vehicle 13 VSA 2502 23F",1
"15BU017521",2015-07-01 14:28:52,"Male - M","White - W",48,"Resisting Arrest 13 VSA 3017 90Z",1
"15BU017546",2015-07-01 16:50:00,"Male - M","White - W",50,"Drugs - Heroin, Possession (Misdemeanor) 18 VSA 4233(A)(1) 35A",1
"15BU017571",2015-09-17 12:15:00,"Male - M","White - W",43,"Drugs - Marijuana, Possession Or Cultivation 10 Pounds + Or >25 Plants 18 VSA 4230(A)(4) 35A",1
"15BU017577",2015-07-05 11:20:00,"Male - M","White - W",52,"Domestic Assault 13 VSA 1042 13B",1
"15BU017592",2015-07-02 01:53:00,"Female - F","White - W",24,"Domestic Assault 13 VSA 1042 13B",1
"15BU017597",2015-07-02 03:02:35,"Male - M","White - W",45,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"15BU017597",2015-07-02 03:02:35,"Male - M","White - W",45,"Driving With A Criminally Suspended License 23 VSA 674 90Z",0
"15BU017598",2015-07-02 04:04:26,"Male - M","White - W",20,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"15BU017598",2015-07-02 04:04:26,"Male - M","White - W",20,"Resisting Arrest 13 VSA 3017 90Z",0
"15BU017598",2015-07-02 04:04:26,"Male - M","White - W",20,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",NA
"15BU017609",2015-07-02 08:48:00,"Female - F","White - W",37,NA,1
"15BU017616",2015-07-02 10:58:00,"Female - F","White - W",28,NA,1
"15BU017628",2015-07-02 13:04:00,"Male - M","White - W",38,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"15BU017628",2015-07-02 13:04:00,"Male - M","White - W",38,"Cruelty To Animals (Felony) 13 VSA 352 720",1
"15BU017636",2015-07-02 14:38:19,"Male - M","White - W",47,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU017651",2015-07-02 16:49:00,"Male - M","White - W",43,"Home Improvement Fraud 13 VSA 2029 90Z",1
"15BU017674",2015-07-02 20:37:40,NA,NA,NA,"Simple Assault 13 VSA 1023 13B",1
"15BU017684",2015-07-03 01:07:26,"Male - M","White - W",20,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"15BU017684",2015-07-03 01:07:26,"Male - M","White - W",20,"Driving With A Criminally Suspended License 23 VSA 674 90Z",0
"15BU017700",2015-07-23 15:29:00,"Female - F","White - W",31,"Drugs - Marijuana, Possession Or Cultivation 1 Pound + Or >10 Plants 18 VSA 4230(A)(3) 35A",1
"15BU017782",2015-07-13 15:30:00,"Female - F","White - W",24,"Interference With Access To Emergency Services 13 VSA 1031 90Z",1
"15BU017782",2015-07-13 15:30:00,"Female - F","White - W",24,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",0
"15BU017806",2015-07-04 00:44:42,"Male - M","Unknown - U",22,"Simple Assault 13 VSA 1023 13B",1
"15BU017832",2015-07-05 19:00:00,"Female - F","White - W",17,"Aggravated disorderly conduct 13 VSA 1026(a) 90C",1
"15BU017832",2015-07-05 19:00:00,"Female - F","White - W",17,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",0
"15BU017916",2015-07-05 02:50:00,"Male - M","White - W",21,"Domestic Assault 13 VSA 1042 13B",1
"15BU017918",2015-07-05 02:14:29,"Male - M","Black - B",19,"Burglary 13 VSA 1201 220",1
"15BU018038",2015-07-06 12:45:00,"Male - M","White - W",33,"Domestic Assault 13 VSA 1042 13B",1
"15BU018043",2015-07-06 12:10:00,"Female - F","White - W",31,"Drugs - Heroin, Possession (Misdemeanor) 18 VSA 4233(A)(1) 35A",1
"15BU018103",2015-07-06 23:42:06,NA,NA,NA,"Child In Need Of Supervision 33 VSA 5510 ",1
"15BU018140",2015-07-07 10:01:42,"Female - F","White - W",28,"Aggravated disorderly conduct 13 VSA 1026(a) 90C",1
"15BU018157",2015-07-07 14:10:43,"Female - F","Black - B",31,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"15BU018169",2016-05-24 20:00:00,"Male - M","White - W",17,"Extortion & Threats 13 VSA 1701 210",1
"15BU018169",2016-05-24 20:00:00,"Male - M","White - W",17,"Possession Of Child Pornography 13 VSA 2827 370",0
"15BU018169",2016-05-24 20:00:00,"Male - M","White - W",17,"Computer Crime Unauthorized Access To Computers (Misdemeanor) 13 VSA 4102 26G",0
"15BU018235",2015-07-09 09:14:24,"Male - M","White - W",22,"Fugitive From Justice (Arrest Prior To Requisition) 13 VSA 4953 90Z",1
"15BU018249",2015-07-08 13:42:14,"Male - M","Black - B",48,"Sex Offender Registry Violation (Misdemeanor) 13 VSA 5407 90Z",1
"15BU018388",2015-07-09 17:13:57,"Male - M","White - W",23,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"15BU018388",2015-07-09 17:13:57,"Male - M","White - W",23,"Obstruction Of Justice 13 VSA 3015 90Z",1
"15BU018388",2015-07-09 17:13:57,"Male - M","White - W",23,"False Information To A Police Officer 13 VSA 1754 90Z",0
"15BU018389",2015-07-09 20:12:53,"Male - M","White - W",21,"Liquor Sale Or Furnishing To Minors, Enabling Consumption By Minors - Misdemeanor 7 VSA 658 90G",1
"15BU018400",2015-07-09 18:42:40,"Male - M","White - W",48,NA,1
"15BU018411",2015-07-09 21:24:00,"Male - M","White - W",56,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU018415",2015-07-09 21:46:00,"Male - M","White - W",45,NA,1
"15BU018439",2015-07-10 02:22:00,"Male - M","Black - B",28,"Simple Assault 13 VSA 1023 13B",1
"15BU018445",2015-07-10 04:55:00,"Female - F","White - W",27,"Leaving Scene Of An Accident 23 VSA 1128(A) 90Z",1
"15BU018482",2015-07-10 15:16:26,"Female - F","White - W",31,"Embezzlement 13 VSA 2531 270",1
"15BU018482",2015-07-10 15:16:26,"Female - F","White - W",31,"Forgery/Counterfeit 13 VSA 1801 250",0
"15BU018484",2015-07-10 13:41:09,"Female - F","White - W",62,"False Pretenses 13 VSA 2002 26A",1
"15BU018544",2015-07-10 22:22:00,"Male - M","White - W",19,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"15BU018560",2015-07-10 23:45:00,"Female - F","White - W",23,"Negligent Operation 23 VSA 1091(A) 90Z",0
"15BU018560",2015-07-10 23:45:00,"Female - F","White - W",23,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"15BU018616",2015-07-11 12:41:00,"Male - M","White - W",36,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"15BU018663",2015-07-11 20:12:14,"Male - M","Black - B",32,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"15BU018665",2015-08-11 19:32:24,NA,NA,NA,"Domestic Assault 13 VSA 1042 13B",1
"15BU018685",2015-07-11 22:29:00,"Male - M","White - W",48,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"15BU018699",2015-07-12 01:10:06,"Male - M","White - W",21,"Simple Assault 13 VSA 1023 13B",1
"15BU018700",2015-07-12 00:47:00,"Male - M","White - W",42,NA,1
"15BU018717",2015-07-12 07:05:06,"Male - M","White - W",27,"Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A",1
"15BU018717",2015-07-12 07:05:06,"Male - M","White - W",53,"Aggravated Assault 13 VSA 1024 13A",1
"15BU018725",2015-07-12 09:45:00,"Male - M","White - W",40,"Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A",1
"15BU018732",2015-07-12 12:44:28,"Male - M","White - W",55,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"15BU018764",2015-07-12 18:38:01,"Male - M","White - W",31,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU018764",2015-07-12 18:38:01,"Male - M","White - W",31,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",0
"15BU018768",2015-07-12 18:12:00,"Female - F","White - W",28,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"15BU018768",2015-07-12 18:12:00,"Female - F","White - W",28,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",0
"15BU018768",2015-07-12 18:12:00,"Female - F","White - W",28,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",0
"15BU018770",2015-07-12 18:39:11,"Female - F","White - W",33,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"15BU018772",2015-07-13 00:56:30,"Male - M","Black - B",17,"Unlawful Restraint - 2nd Degree 13 VSA 2406 100",1
"15BU018772",2015-07-13 00:56:30,"Male - M","Black - B",17,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",0
